S.No.,Name,Email,District,Address,Phone,Medium
1073,"Norang Ram Dayanand Dhukia Shiksha Shastri  Mahavidhalay,jhunjhunu",nrddshikshashastri@gmail.com,Jhunjhunu,", MALSISAR ROAD, JHUNJHUNU, JHUNJHUNU, , NONE, , JHUNJHUNU, RAJASTHAN",9636612141,Both (Hindi & English)
1074,"Shri Sp Rungta Acharya Sanskrit College ,bagar",sprungtaa.sanskritcollege@gmail.com,Jhunjhunu,"NEAR TIRAHA BUS STAND, BAGAR, BAGAR, , WARD NO- 5, , JHUNJHUNU, RAJASTHAN",(9413) 050-729_,Both (Hindi & English)
1075,Smt.sarla Prasrampuria Shiksha Shastri Mahavidyalaya Dundlod Jhunjhunu,sarlaparashrampuria@gmail.com,Jhunjhunu,", NEAR GAYTRI TEMPAL, DUNDLOD, , DUNDLOD, DUNDLOD, JHUNJHUNU, RAJASTHAN",9983822968,Both (Hindi & English)
1076,"Tilkayat Shri Govind Lal Rajkiya Shastri Sanskrit College, Nathdwara",kgm2618@gmail.com,Rajsamand,"TILKAYAT SHRI GOVIND LAL RAJKIYA SHASTRI SANSKRIT COLLEGE, NATHDWARA, IMLI NEECHE, NEAR IMLI CHOWK, IMLI CHOWK, , , RAJSAMAND, RAJASTHAN",9414002618,Both (Hindi & English)
1077,Vivekanand College Of Teachers Education,vivekanandted@gmail.com,Udaipur,"WORD NO. 7, DHUNIMATA ROAD, DABOK, DHUNIMATA, DHOONI MATA, DHOONI MATA, UDAIPUR, RAJASTHAN",7737414801,Both (Hindi & English)
1078,Government Aacharya Sanskrit College Ajmer,vinaychandrajha1@gmail.com,Ajmer,", DARGAH ROAD, GANJ, , WARD NO-52, , AJMER, RAJASTHAN",(9468) 602-010_,Both (Hindi & English)
1079,Choudhary M.s. Memorial T.t.(shiksha Shastri) College Taranagar,choudharyrajveer96@gmail.com,Churu,", ADARSH NAGAR, TARANAGAR, , WARD NO- 19, , CHURU, RAJASTHAN",9413167156,Both (Hindi & English)
1080,Sh. Amichand Shiksha Shastri College Taranagar,amichandsscollege@gmail.com,Churu,"SANSKAR BHAWAN, SUKHAWASI ROAD, TARANAGAR, , , , CHURU, RAJASTHAN",9772803600,Both (Hindi & English)
1081,Smt Kalawati Devi Mahavar Govt Acharya Sanskrit College Kotkasim,skdmgasckotkasim@gmail.com,Alwar,", NEAR RAMLEELA MAIDAN,, KOTKASIM, , KOTKASIM, KOTKASIM, ALWAR, RAJASTHAN",9799406655,Both (Hindi & English)
1082,"Govt Shastri Sanskrit Collage, Chauth Ka Barwara",gsscckb@gmail.com,Sawai Madhopur,", MAIN MARKET, MANSINGH CRICAL, MAIN MARKET, MANSINGH CRICAL, CHAUTH KA BARWARA, CHAUTH KA BARWARA, SAWAI MADHOPUR, RAJASTHAN",(9784) 063-081_,Both (Hindi & English)
1083,Government Shastri Sanskrit College Dausa (raj.),gsscdausa1@gmail.com,Dausa,"LALSOT ROAD, NEAR CHUNGI CHOWKI, WARD NO- 13, , DAUSA, RAJASTHAN",9414321530,Both (Hindi & English)
1084,Govt Shastri Sanskrit Collage Titariya Jaipur 303903,gsctitariya@gmail.com,Jaipur,"GOVT SHASTRI SANSKRIT COLLAGE, TITARIYA, TITARIYA, VIA SHIVDASPURA, TEETRIYA, TEETRIYA, JAIPUR, RAJASTHAN",9414844819,Both (Hindi & English)
1085,Prasasvi T. T. College,ravindranaruka93@gmail.com,Dausa,"AGRA BYE PASS ROAD, COLLECTRARTE CHOURAHA, DAUSA, DAUSA, WARD NO- 1, , DAUSA, RAJASTHAN",9672675666,Both (Hindi & English)
1086,Bhartiya Prashikshan Sansthan,bpscollege8@gmail.com,Alwar,"MAHARAWAS, BEHROR, MAHARAJAWA, MAHARAJWAS, BIJORAWAS, ALWAR, RAJASTHAN",9636084888,Both (Hindi & English)
1087,R.n.t. College Of Teacher Education (s.s) Kapasan,rntsscollege01@gmail.com,Chittorgarh,"NEAR MATAJI TEMPLE, HIGHWAY ROAD, NEAR MATAJI TEMPLE, KAPASAN, KAPASAN, KAPASAN, WARD NO- 5, , CHITTORGARH, RAJASTHAN",9829413527,Both (Hindi & English)
1088,Govt. Laxminath Shastri Sanskrit College,lnsscochith@gmail.com,Jaipur,"V. P. CHITHWARI,, VIA MORIJA, TEHSIL CHOMUN, , CHITHWARI, CHEETHWARI, JAIPUR, RAJASTHAN",9829789819,Both (Hindi & English)
1089,Sn College Of Education,sncollegeof@gmail.com,Dhaulpur,"BADA GAUN ROAD NH-3 , BADA GAUN ROAD NH-3 , MANIYA, MANIYA, BOTHPURA, BARA GAON, DHAULPUR, RAJASTHAN",9412652643,Both (Hindi & English)
1090,Vansh Higher Education Institute,vanshcollegeof@gmail.com,Dhaulpur,"NEAR RAILWAY CROSSING BADA GAUN ROAD NH-3 MANIYA, NEAR RAILWAY CROSSING BADA GAUN ROAD NH-3 MANIYA, MANIYA, , BOTHPURA, BARA GAON, DHAULPUR, RAJASTHAN",9784162894,Both (Hindi & English)
1091,Government Shastri Sanskrit College Salasar Churu,gssmsalasar@gmail.com,Churu,"SALASAR, SALASAR, SALASAR, NEAR POLICE STATION, SALASAR, SALASAR, CHURU, RAJASTHAN",9413644752,Both (Hindi & English)
1092,Siddharth Teachers Training Colleg,kailashbhardwaj5878@gmail.com,Jaipur,"KHEDA RANIWAS ROAD, VILL POST KOTKHAWDA, KOTKHAWDA, KOT KHAWADA, KOT KHAWADA, JAIPUR, RAJASTHAN",9829005878,Both (Hindi & English)
1093,Shree Ganga Shardul Government Acharya Sanskrit College Bikaner,gssanskritcollege@gmail.com,Bikaner,"SHREE GANGA SHARDUL GOVERNMENT ACHARYA SANSKRIT COLLEGE , RANI BAZAR, BEHIND PNB BANK, , , , BIKANER, RAJASTHAN",9413869766,Both (Hindi & English)
1094,Gyayak Sanskrit College,gyayaksanskritcollege@gmail.com,Banswara,"BANSWARA DUNGARPUR ROAD, KUPRA, DHRUVDHAM, KUPRA, KUPRA, BANSWARA, RAJASTHAN",8003999896,Both (Hindi & English)
1095,Gyayak Sanskrit T.t. College,gsttc2009@gmail.com,Banswara,"BANSWARA DUNGARPUR ROAD, KUPRA, DHRUVDHAM, KUPRA, KUPRA, BANSWARA, RAJASTHAN",8003999898,Both (Hindi & English)
1096,"Goverment Shastri Sanskrit College, Alwar",kcsain6@gmail.com,Alwar,"GHODA PHER CIRCLE, JAIPUR ROAD, ALWAR, , WARD NO- 27, , ALWAR, RAJASTHAN",9001626945,Both (Hindi & English)
1097,Banasthali Vidyapith,infoscholarshipbv@gmail.com,Tonk,"BANASTHALI VIDYAPITH,BANASTHALI (CT), TONK, RAJASTHAN",9001382798,Both (Hindi & English)
1098,"Faculty Of Management Studies, Janardan Rai Nagar Rajasthan Vidyapeeth University",directorfms@gmail.com,Udaipur,"NEAR OLD RTO, PRATAP NAGAR, AIRPORT ROAD, NONE, UDAIPUR, RAJASTHAN",9461260408,Both (Hindi & English)
1099,Jain Vishva Bharati Institute,jvbiladnun@gmail.com,Nagaur,"JAIN VISHVA BHARATI CAMPUS , PAHALI PATTI, LADNUN, LADNUN, WARD NO- 28, , NAGAUR, RAJASTHAN",9414118749,Both (Hindi & English)
1100,The IIS University,icg@iisuniv.ac.in,Jaipur,"ICG CAMPUS, GURUKUL MARG, SFS, MANSAROVAR, WARD NO-40, , JAIPUR, RAJASTHAN",(9783) 300-009_,Both (Hindi & English)
1101,Department Of Education,doe.iaseuni@gmail.com,Churu,"TARANAGAR ROAD, GVM SARDARSAHAR, GVM, WARD NO- 18, CHURU, RAJASTHAN",9413889171,Both (Hindi & English)
1102,Dr Radhakrishanan Shiksha Sastri Collage,chauhan292@gmail.com,Churu,"TARANAGAR ROAD, GVM SARDARSAHAR, GVM, WARD NO- 18, CHURU, RAJASTHAN",9694718561,Both (Hindi & English)
1103,Buniyadi Shikshak Prashikshan Mahavidhyalay,bttc.gvm@gmail.com,Churu,"GANDHI VIDYA MANDIR, GANDHI VIDYA MANDIR, SARDARSHAHR, DELHI ROAD, NONE, , CHURU, RAJASTHAN",7073451153,Both (Hindi & English)
1104,Faculty Of Engineering,felm.iase@gmail.com,Churu,"GANDHI VIDHYA MANDIR, GANDHI VIDHYA MANDIR, NONE, CHURU, RAJASTHAN",9414454013,English
1105,Mahila Mahavidyalaya Iase Deemed University Gandhi Vidya Mandir Sardarshahr,mmv.iase@gmail.com,Churu,"OPPOSITE KVK, HANUMANGARH ROAD, GANDHI VIDYA MANDIR, MEGA HIGHWAY, , , CHURU, RAJASTHAN",9414402701,Both (Hindi & English)
1106,Department Of History Iase Deemed University Gandhi Vidya Mandir Sardarshahr,historyiase@gmail.com,Churu,"OPPOSITE KVK, HANUMANGARH ROAD, GANDHI VIDYA MANDIR, MEGA HIGHWAY, , , CHURU, RAJASTHAN",9414840193,Both (Hindi & English)
1107,Department Of Geography Iase Deemed University Gandhi Vidya Mandir Sardarshahr,geographyiase@gmail.com,Churu,"OPPOSITE KVK, HANUMANGARH ROAD, GANDHI VIDYA MANDIR, MEGA HIGHWAY, , , CHURU, RAJASTHAN",7014055494,Both (Hindi & English)
1108,Department Of Hindi Iase Deemed University Gandhi Vidya Mandir Sardarshahr,hindiiase@gmail.com,Churu,"OPPOSITE KVK, HANUMANGARH ROAD, GANDHI VIDYA MANDIR, MEGA HIGHWAY, , , CHURU, RAJASTHAN",9001617267,Both (Hindi & English)
1109,Rajasthan Vidyapeeth Technology College,nisheethrajsonwal@gmail.com,Udaipur,"JRN RAJASTHAN VIDYAPEETH(DEEMED) UNIVERSITY, DHEENKALI ROAD, PRATAP NAGAR, UDAIPUR, RAJASTHAN",9460730027,Both (Hindi & English)
1110,"Department Of Rural Technology And Management Jrn Rajasthan Vidyapeeth (deemed) University ,udaipur",devgarg2013@gmail.com,Udaipur,"AIRPORT ROAD PRATAPNAGAR UDAIPUR 313001, AIRPORT ROAD PRATAP NAGAR, PRATAP NAGAR , OLD RTO ROAD , WARD NO- 32, , UDAIPUR, RAJASTHAN",9414737125,Both (Hindi & English)
1111,Manikya Lal Verma Shramjeevi College,mvs@jrnrvu.edu.in,Udaipur,"SHAKTI NAGAR LINK ROAD, TOWNHALL, BESIDE MUNICIPAL CORPORATION UDAIPUR, WARD NO-41, UDAIPUR, RAJASTHAN",9829160606,Both (Hindi & English)
1112,Department Of Computer Science And Information Technology,pradeep.613@gmail.com,Udaipur,"AIR PORT ROAD , OLD RTO , PRATAPNAGAR , , , , UDAIPUR, RAJASTHAN",9887574613,Both (Hindi & English)
1113,Udaipur School Of Social Work,udaipurschoolofsocialwork@gmail.com,Udaipur,"JRN RAJASTHAN VIDYAPEETH UNIVERSITY, AIR PORT ROAD, PRATAPNAGAR, , , , UDAIPUR, RAJASTHAN",9413286173,Both (Hindi & English)
1114,Lokmanya Tilak Teachers Training College Dabok,dabok201617@gmail.com,Udaipur,"KH NO 795, AIRPORT ROAD , DABOK , NEAR UDAIPUR DABOK AIRPORT , NONE, , UDAIPUR, RAJASTHAN",9829152442,Both (Hindi & English)
1115,Rajasthan Vidaypeeth Homoeopathy College,rvhmcdabok123@gmail.com,Udaipur,"DABOK CHOURAHA, NEAR AIR PORT, DABOK , AIR PORT, DABOK, DABOK, UDAIPUR, RAJASTHAN",9928253150,Both (Hindi & English)
1116,"Department Of Physiotherapy, Janardan Rai Nagar Rajasathan Vidyapeeth University",principaljrnrvdpt@gmail.com,Udaipur,"DEPARTMENT OF PHYSIOTHERAPY , DABOK VILLAGE ROAD,, DABOK, NEAR HOMEOPATHIC HOSPITAL , DABOK, DABOK, UDAIPUR, RAJASTHAN",9414234293,Both (Hindi & English)
1117,Department Of Physical Education,sports@jrnrvu.edu.in,Udaipur,"JANARDAN RAI NAGAR RAJASTHAN VIDYAPEETH DEEMED UNIVERSITY, AIR PORT ROAD, PRATAPNAGAR, NEAR OLD R.T.O., WARD NO- 32, , UDAIPUR, RAJASTHAN",9829943205,Both (Hindi & English)
1118,Rami Devi College Of Nursing,ramidevinursing@gmail.com,Tonk,"POST BOX - 20, NEAR MOTI PETROLE PUMP, N.H. - 12, JAIPUR ROAD, , , TONK, RAJASTHAN",9251479813,Both (Hindi & English)
1119,Bansur Nursing College Bansur,bansurnursingcoll@gmail.com,Alwar,"BYE PASS ROAD, BYE PASS  ROAD BANSUR, BANSUR, BYE PASS ROAD, NONE, , ALWAR, RAJASTHAN",9782091122,Both (Hindi & English)
1120,Darshan Dental College And Hospital,darshandentalcollege@yahoo.com,Udaipur,"RANAKPUR ROAD, RANAKPUR ROAD, VILLAGE - LOYARA, RAJASTHAN, LOYRA, LOYRA, UDAIPUR, RAJASTHAN",9829241144,Both (Hindi & English)
1121,"Mahatma Gandhi College Of Nursing, Aklera",mgconaklera@gmail.com,Jhalawar,"NIROGDHAM HOSPITAL, NH -12, AKLERA, NEW BUS STAND, WARD NO- 9, , JHALAWAR, RAJASTHAN",9001526597,Both (Hindi & English)
1122,Shri Bajrang College Of Pharmacy,chintupharmacy36@gmail.com,Bharatpur,", BHUDA GATE , DEEG, WATER PALACE, WARD NO- 11, , BHARATPUR, RAJASTHAN",9828726666,Both (Hindi & English)
1123,"Nimt College Of Nursing, Jaipur",nimtedu@yahoo.com,Jaipur,", BAGRANA, AGRA ROAD, POST-KANOTA, , BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9001532490,Both (Hindi & English)
1124,S M S B. Sc Nursing College Beawar,smsnursingcollege@gmail.com,Ajmer,", CHUGI NAKA UDAIPUR ROAD JODPHUR BY PASS , SHIVNATHPURA, SHIVNATHPURA , NOONDRI MALDEO (RURAL), SHIVNATHPURA, AJMER, RAJASTHAN",8233403558,Both (Hindi & English)
1125,Shri U.s.b. College Of Pharmacy,usbpharmacy@gmail.com,Sirohi,", ABU - AMBAJI ROAD, SIYAVA, , SIYAWA, SIYAWA, SIROHI, RAJASTHAN",8094024183,Both (Hindi & English)
1126,Shri Usb College Of Physiotherapy,usbphysiotherapycollege@gmail.com,Sirohi,"ABU AMBAJI HIGHWAY , SIYAVA, VILL/POST- SIYAVA, , SIYAWA, SIYAWA, SIROHI, RAJASTHAN",7300326989,Both (Hindi & English)
1127,Shivaji College Of Nursing,ssingodias@gmail.com,Jaipur,", KHADI BAG ROAD , CHOMU, RAVAN GATE, WARD NO- 6, , JAIPUR, RAJASTHAN",9785074888,Both (Hindi & English)
1128,Shri Usb College Of Nursing,jainkalpesh.kp@gmail.com,Sirohi,"ABU-AMBAJI HIGHWAY , SIYAVA, SIYAVA, ABUROAD, ABUROAD, SIYAWA, SIYAWA, SIROHI, RAJASTHAN",8107971884,Both (Hindi & English)
1129,Nightingale College Of Nursing Bundi,nightingalebundi4yr@gmail.com,Bundi,", CHITTOR ROAD, RAGHUVEERPURA, RAJASTHAN, HATTIPURA, RAGHUVEER PURA, BUNDI, RAJASTHAN",8094290333,Both (Hindi & English)
1130,Jai Narayan Vyas School Of Pharmacy & Diploma Engineering,jnvdpharma@gmail.com,Barmer,", N.H. 15 JALIPA ROAD , JALIPA , N.H. 15 JALIPA ROAD , JALIPA, JALIPA, BARMER, RAJASTHAN",9784160409,Both (Hindi & English)
1131,Genius College Of Nursing,geniuscollegeofnursing@gmail.com,Bhilwara,"SARASWATI NAGAR, OPPOSITE SARAS DAIRY, AJMER ROAD, OPPOSITE SARAS DAIRY, MALOLA, MALOLA, BHILWARA, RAJASTHAN",9829565281,Both (Hindi & English)
1132,Jaipur College Of Post Basic B.sc. Nursing,jcpnhjaipur@gmail.com,Jaipur,", TONK ROAD, SHIVDASPURA, NEAR TOLL PLAZA, SHIVDASPURA, SHIVDASPURA, JAIPUR, RAJASTHAN",9414856866,Both (Hindi & English)
1133,Jaipur College Of Nursing And Hospital,jcnhjaipur@gmail.com,Jaipur,", TONK ROAD, SHIVDASPURA, NEAR TOLL PLAZA, SHIVDASPURA, SHIVDASPURA, JAIPUR, RAJASTHAN",9414856866,Both (Hindi & English)
1134,"Sg Nursing College, Bhinmal",sgncbhinmal1@gmail.com,Jalore,", RAMSEEN ROAD, BHINMAL, POWER GRID, NONE, , JALORE, RAJASTHAN",9521020893,Both (Hindi & English)
1135,"R R Dental College & Hospital , Umarda Udaipur",rjrjdc@gmail.com,Udaipur,"OPPOSITE UMRA RAILWAY STATION ,UMARDA UDAIPUR , OPPOSITE UMRA RAILWAY STATION, UMARDA , OPPOSITE UMRA RAILWAY STATION, UMARDA, UMARDA, UDAIPUR, RAJASTHAN",9772443999,Both (Hindi & English)
1136,Mass College Of Nursing,lohar.jaya89@yahoo.com,Udaipur,"JHAMAR KOTDA ROAD , JHAMAR KOTDA ROAD, UMARDA, BEHIND SS COLLEGE OF ENGINEERING, UMARDA, UMARDA, UDAIPUR, RAJASTHAN",7877832626,Both (Hindi & English)
1137,Kalptaru College Of Nursing,jaindhirawat@gmail.com,Udaipur,"OPP PATEL PETROL PUMP, EKLINGPURA, JHAMARKOTDA ROAD, OPP PATEL PETROL PUMP, UMARDA, UMARDA, UDAIPUR, RAJASTHAN",9784601744,Both (Hindi & English)
1138,Udaipur College Of Nursing,mohsin.lodi@gmail.com,Udaipur,"JHAMAR KOTADA ROAD, UMARADA, UMARADA, S S HILLS, UMARDA, UMARDA, UDAIPUR, RAJASTHAN",7597348944,Both (Hindi & English)
1139,Sunrise College Of Nursing,sunrisenursing2010@gmail.com,Udaipur,"NEAR BARI MATA TEMPLE, JHAMAR KOTDA ROAD, UMARADA, NEAR BARI MATA TEMPLE, UMARDA, UMARDA, UDAIPUR, RAJASTHAN",8696933489,Both (Hindi & English)
1140,Udaipur Institute Of Physiotherapy,tabish_aziz16@yahoo.com,Udaipur,"NEAR BARI MATA TEMPLE, JHAMAR KOTDA ROAD, UMARADA, NEAR BARI MATA TEMPLE, UMARDA, UMARDA, UDAIPUR, RAJASTHAN",9829369458,Both (Hindi & English)
1141,Laganshah Memorial Nursing College Makrana,lsmnc2007@gmail.com,Nagaur,"NEAR WATER TANK , JUSARI  ROAD , MAKRANA, MAKRANA, WARD NO- 20, , NAGAUR, RAJASTHAN",7891762379,Both (Hindi & English)
1142,"R. C. Memorial Nursing College, Falna-306116, Dist.-pali (raj.)",rcmnsg@gmail.com,Pali,", 3, JADRI ROAD, FALNA, RAJASTHAN, NONE, , PALI, RAJASTHAN",7597680173,Both (Hindi & English)
1143,"Birla College Of Nursing, Pilani",bsrlsaini@gmail.com,Jhunjhunu,"C/O BIRLA SARVAJANIK HOSPITAL, CHIRAWA ROAD, NEAR BHAGAT SINGH CIRCLE, , , , JHUNJHUNU, RAJASTHAN",8058436114,Both (Hindi & English)
1144,Saroj Lalji Mehrotra Global Nursing College,slmgnc.raj@gmail.com,Sirohi,"SLMGNC, NEAR SHIVMANI HOME, NEAR SHIVMANI HOME, TALHETI, ABUROAD, GLOBAL HOSPITAL TRAUMA CENTRE, SHIV SAGAR HOTEL, WARD NO- 7, , SIROHI, RAJASTHAN",9529046734,Both (Hindi & English)
1145,Saraswati College Of Nursing,chandrikasen04@gmail.com,Udaipur,"E-453, BHAMASHAH, RICCO INDUSTRIAL AREA, KALADWAS, KALARWAS, KALARWAS, UDAIPUR, RAJASTHAN",9001416987,Both (Hindi & English)
1146,"Mahatma Jyotiba Fule College Of Nursing, Chomu, Jaipur",mjfconsg@gmail.com,Jaipur,", RINGUS ROAD, CHOMU, , WARD NO- 1, , JAIPUR, RAJASTHAN",9460023171,Both (Hindi & English)
1147,Sharda College Of Nursing,nc27901@gmail.com,Alwar,", VPO  SODAWAS, TEH-MUNDAWAR, , SODAWAS, SODAWAS, ALWAR, RAJASTHAN",9929520723,Both (Hindi & English)
1148,"Shree Sawai College Of Nursing, Didwana",sawainursingdid@gmail.com,Nagaur,"NEAR RAHMAN GATE, MEGHA HIGHWAY , DIDWANA, , , , NAGAUR, RAJASTHAN",8766136424,Both (Hindi & English)
1149,Shrinath Bsc. College Of Nursing Rajsamand,shrinathnursingcollege@gmail.com,Rajsamand,", BHILWARA ROAD NEAR KISAN BHAWAN,  KANKROLI, NEAR KISAN BHAWAN, WARD NO- 22, , RAJSAMAND, RAJASTHAN",9982217777,Both (Hindi & English)
1150,Government Medical College Kota,drnaveen_saxena@yahoo.co.in,Kota,"RANGBARI ROAD, KOTA, KOTA, NEAR LIC BUILDING, WARD NO- 23, , KOTA, RAJASTHAN",9352625225,Both (Hindi & English)
1151,Govt.collage Of Nursing Maharav Bhimsing Hospital Kota Rajsthan,supdtmbshkota@gmail.com,Kota,"NAYAPURA KOTA, KOTA, NAYAPURA, , , , KOTA, RAJASTHAN",9829068988,Both (Hindi & English)
1152,Eklavya Dental College And Hospital,ashokyad05@gmail.com,Jaipur,"EKLAVYA DENTAL COLLEGE AND HOSPITAL, NATIONAL HIGHWAY NO 8, KHERKI VEERBHAN, NH8, KHERKI VEERBHAN, KHERKI VEERBHAN, JAIPUR, RAJASTHAN",9672947157,Both (Hindi & English)
1153,Jaiswal College Of Nursing Kota Rajasthan,jcnkota@gmail.com,Kota,"PLOT NO.12 RIICO INSTITUTIONAL AREA, RANPUR, RANPUR KOTA, NEAR GURUKUL ENGI. COLLEGE RANPUR, WARD NO- 6, , KOTA, RAJASTHAN",9887907375,Both (Hindi & English)
1154,Sudha College Of Nursing,scnkota@gmail.com,Kota,"SUDHA COLLEGE OF NURSING, RAWATBHATA ROAD, NAYAGAON, BEHIND CHILD GUIDANCE CENTRE, WARD NO- 5, , KOTA, RAJASTHAN",9001860235,Both (Hindi & English)
1155,Jaiswal College Of Bsc Nursing,mansuri.farid@gmail.com,Kota,"1-KA 28, VIGYAN NAGAR, KOTA, GURUKUL COLLEGE, WARD NO- 29, , KOTA, RAJASTHAN",9993948563,Both (Hindi & English)
1156,Kota College Of Pharmacy,kcpkota@gmail.com,Kota,"SP-1, JHALAWAR ROAD, RIICO INDUSTRIAL AREA, RANPUR, , , , KOTA, RAJASTHAN",9828082589,Both (Hindi & English)
1157,Madhav College Of Nursing,madhav5nsgcollege@gmail.com,Kota,"OPP. KOTA CLUB, KAITHOON ROAD, DHAKAD KHERI, , WARD NO- 4, , KOTA, RAJASTHAN",9887394296,Both (Hindi & English)
1158,Daswani Nursing College,academicsddc@gmail.com,Kota,"IPB-19,, RIICO RANPUR, RIICO RANPUR, NEAR RIICO OFFICE RANPUR, WARD NO- 6, , KOTA, RAJASTHAN",9829093380,Both (Hindi & English)
1159,Mb College Of Paramedical And Nursing Education,manishjain@gmail.com,Kota,"BEHIND SBBJ BANK, RANGBARI ROAD, SECTOR-8,   MAHAVEER NAGAR-III, , WARD NO-57, , KOTA, RAJASTHAN",9950480602,Both (Hindi & English)
1160,Florence Nursing College Kota,florencenursingcollegekota@gmail.com,Kota,"485, INDRA VIHAR, TALWANDI, NEAR JAWAHAR NAGAR POLICE STATION, WARD NO-52, , KOTA, RAJASTHAN",9950590386,Both (Hindi & English)
1161,Daswani Dental College & Research Centre Ipb 19 Institutional Area Riico Ranpur Kota,apvmskota@gmail.com,Kota,"IPB 19 , RIICO RANPUR , RIICO RANPUR , DASWANI DENTAL COLLEGE KOTA, WARD NO- 6, , KOTA, RAJASTHAN",9829093380,Both (Hindi & English)
1162,Shree Digamber Degree College Of Nursing,truebrave_1984@yahoo.com,Bharatpur,"NH-11, NEAR LUDHAWAI TOLL PLAZA JAIPUR ROAD BHARATPUR, NH-11 JAIPUR ROAD BHARATPUR, SEWAR, LUDHAWAI TOLL PLAZA , NONE, , BHARATPUR, RAJASTHAN",9928219512,Both (Hindi & English)
1163,C L G Pharmacy College Sumerpur,dewasim.pharma@gmail.com,Pali,"KESAR BAGH, JAWAI BANDH ROAD, NEAR GALTHANI, NEAR MAHAVEER HOSPITAL, , , PALI, RAJASTHAN",9660893008,Both (Hindi & English)
1164,Mewar B.sc. Nursing College,mbnccollege1234@gmail.com,Udaipur,"SURYA NAGAR, TITARDI, 01-10, , TEETARDI, TEETARDI, UDAIPUR, RAJASTHAN",9672240716,Both (Hindi & English)
1165,Alwar Pharmacy College,jeyabalan2001@gmail.com,Alwar,"E-1-1, NORTH EXTENSION, M.I.A, I.E.T COLLEGE CAMPUS, , , ALWAR, RAJASTHAN",9929399929,Both (Hindi & English)
1166,Aravali College Of Nursing Udaipur,nishadxt6@gmail.com,Udaipur,", RIDHI SIDHI COMPLEX, PANERIYON KI MADRI, HIRAN MAGRI, SECTOR 5, MAIN ROAD, WARD NO- 28, , UDAIPUR, RAJASTHAN",9413695980,Both (Hindi & English)
1167,"Vedanshi College Of Nursing, Udaipur",vconudaipur@gmail.com,Udaipur,"VEDANSHI COLLEGE OF NURSING, BARI M ATA ROAD, UMARDA, NEAR RAILWAY STATION, , , UDAIPUR, RAJASTHAN",9571014647,Both (Hindi & English)
1168,Barala Nursing College Chomu,baralanursingcollege@gmail.com,Jaipur,"RADAHSWAMI BAGH NH 52 JAIPUR ROAD CHOMU, JAIPUR ROAD RADHASWAMI BAGH , CHOMU , CHOMU, JAITPURA, JAITPURA, JAIPUR, RAJASTHAN",9602552046,Both (Hindi & English)
1169,Govt. College Of Nursing Mbgh,mksandera@gmail.com,Udaipur,"MBGH CAMPUS, OPP. GIRLS HOSTEL , CHETAK CIRCLE, MAHARANA BHUPAL GENERAL HOSPITAL, , , UDAIPUR, RAJASTHAN",9828094110,Both (Hindi & English)
1170,"Shri Balaji College Of Nursing, Udaipur",sbcnudaipur123@gmail.com,Udaipur,"HIRAN MAGRI SEC. 5, GAYATRI NAGAR, JHAMAR KOTRA MAIN ROAD, NEAR GAYATRI PETROL PUMP, WARD NO- 28, , UDAIPUR, RAJASTHAN",9414164880,Both (Hindi & English)
1171,Maa Gayatri  College Of Nursing,maagayatricollegegnm@gmail.com,Udaipur,"MAA GAYATRI , OLD RTO, PRATAP NAGAR , MEERA NAGAR, WARD NO- 32, , UDAIPUR, RAJASTHAN",9887786717,Both (Hindi & English)
1172,Alwar Nursing College,alwarnursingcollege@gmail.com,Alwar,"SAI MANDIR TIJARA ROAD, ALWAR , TIJARA ROAD, SAI MANDIR TIJARA ROAD ALWAR , SAI MANDIR, , , ALWAR, RAJASTHAN",9667417951,Both (Hindi & English)
1173,"Government College Of Nursing, Alwar",principalconalwar@gmail.com,Alwar,", RAGHU MARG, GOVERNMENT HOSPITAL , , , , ALWAR, RAJASTHAN",9462235141,Both (Hindi & English)
1174,Sanjeevani College Of Nursing,tinkupandya1988@gmail.com,Udaipur,"MANWA KHERA , JHAMAR KOTRA ROAD, HIRAN MANGRI SECTOR-5, , , , UDAIPUR, RAJASTHAN",(8386) 063-008_,Both (Hindi & English)
1175,Dr Chaudhary College Of Nursing,kalpeshchaudhary4u@yahoo.co.in,Udaipur,"472, HIRAN MAGRI , SECTOR 4, , , , UDAIPUR, RAJASTHAN",9950777467,Both (Hindi & English)
1176,Sagar College Of B.sc.nursing,sagarnursing@gmail.com,Udaipur,"120,FT, MAIN ROAD, HIRAN MAGRI, SECTOR NO 4, , , UDAIPUR, RAJASTHAN",9571522487,Both (Hindi & English)
1177,Gayatri College Of Nursing,vinutaldar@gmail.com,Udaipur,"H.NO. 46, SHREE HANUMAN NAGAR, MANWA KHEDA, GAYATRI TOWER, , , UDAIPUR, RAJASTHAN",9214062622,Both (Hindi & English)
1178,J.l.n. Medical College Ajmer,drvineet51083@gmail.com,Ajmer,", JLN MEDICAL COLLEGE , AJMER, , , , AJMER, RAJASTHAN",9529807377,Both (Hindi & English)
1179,Rnt Medical College,drmss2010@gmail.com,Udaipur,"RNT MEDICAL COLLEGE, COURT CIRCLE, NEAR COURT CHAURAHA, COURT CIRCLE, , , UDAIPUR, RAJASTHAN",8058055665,Both (Hindi & English)
